2022-04-01 05:05:01.633 ERROR [queue-executor-handler-4][?:?]:[online#12711120_80064|PUNCMH|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":4429}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648760701509}},\"lastRefreshTime\":1648760701506},\"del\":{}}","rid":"online#12711120_80064","requestJson":{"index":1,"type":1}}
2022-04-01 05:29:33.179 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":55}}}},\"wallet\":{\"moneys\":{\"vitality\":{\"vit\":{\"lastChangeTime\":1648762165716}},\"fairpoint\":{\"amount\":27678},\"actionpoint\":{\"energy\":{\"lastChangeTime\":1648762165717}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762173176}},\"lastRefreshTime\":1648762173173},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:29:34.300 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":57}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":27078}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762174295}},\"lastRefreshTime\":1648762174293},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:29:33.613 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":27378}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762173610}},\"lastRefreshTime\":1648762173608},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:29:34.859 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":7}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":26778}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762174855}},\"lastRefreshTime\":1648762174853},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:29:35.400 ERROR [queue-executor-handler-14][KOSBaseHandler.java:414]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":58}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":26478}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762175395}},\"lastRefreshTime\":1648762175393},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:29:36.030 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":26178}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762176026}},\"lastRefreshTime\":1648762176023},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:29:36.574 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":10}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":59}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":25878}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762176570}},\"lastRefreshTime\":1648762176568},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:14.908 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":11}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":97}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":25578}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762214904}},\"lastRefreshTime\":1648762214902},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:30.616 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":12}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":113}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":25452}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762230613}},\"lastRefreshTime\":1648762230611},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:32.173 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":15}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":24552}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762232169}},\"lastRefreshTime\":1648762232167},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:31.096 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":13}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":25152}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762231093}},\"lastRefreshTime\":1648762231091},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:31.533 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":14}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":24852}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762231528}},\"lastRefreshTime\":1648762231526},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:33.031 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":17}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":23952}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762233028}},\"lastRefreshTime\":1648762233021},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:33.467 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":18}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":116}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":23652}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762233463}},\"lastRefreshTime\":1648762233461},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:33.932 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":19}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":23352}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762233928}},\"lastRefreshTime\":1648762233926},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:32.555 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":16}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":24252}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762232553}},\"lastRefreshTime\":1648762232551},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:44.420 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":21}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":127}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":22752}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762244417}},\"lastRefreshTime\":1648762244416},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:44.927 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":22}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":22452}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762244923}},\"lastRefreshTime\":1648762244921},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:43.967 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":20}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":126}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":23052}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762243963}},\"lastRefreshTime\":1648762243961},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:47.807 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":28}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":20652}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762247803}},\"lastRefreshTime\":1648762247801},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:45.865 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":24}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":21852}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762245863}},\"lastRefreshTime\":1648762245861},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:46.848 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":26}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":21252}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762246844}},\"lastRefreshTime\":1648762246841},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:47.315 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":27}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":130}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":20952}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762247312}},\"lastRefreshTime\":1648762247311},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:45.476 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":23}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":128}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":22152}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762245472}},\"lastRefreshTime\":1648762245471},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:46.346 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":25}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":129}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":21552}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762246343}},\"lastRefreshTime\":1648762246341},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:48.341 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":29}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":131}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":20352}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762248338}},\"lastRefreshTime\":1648762248336},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:49.376 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":31}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":132}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":19752}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762249373}},\"lastRefreshTime\":1648762249371},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:48.988 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":30}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":20052}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762248984}},\"lastRefreshTime\":1648762248983},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:49.865 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":32}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":19452}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762249862}},\"lastRefreshTime\":1648762249861},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:30:50.366 ERROR [queue-executor-handler-14][?:?]:[online#15153390_40228|苏飞飞|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":33}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":133}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":19152}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762250363}},\"lastRefreshTime\":1648762250361},\"del\":{}}","rid":"online#15153390_40228","requestJson":{"index":1,"type":1}}
2022-04-01 05:34:51.140 ERROR [queue-executor-handler-3][?:?]:[online#23535028_80547|吹你吹过的风|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2225}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1113}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762491131}},\"lastRefreshTime\":1648762491131},\"del\":{}}","rid":"online#23535028_80547","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:17.943 ERROR [queue-executor-handler-16][?:?]:[online#8199059_10097|　　　　　|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1565}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762517933}},\"lastRefreshTime\":1648762517929},\"del\":{}}","rid":"online#8199059_10097","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:18.446 ERROR [queue-executor-handler-16][?:?]:[online#8199059_10097|　　　　　|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1265}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762518436}},\"lastRefreshTime\":1648762518434},\"del\":{}}","rid":"online#8199059_10097","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:21.736 ERROR [queue-executor-handler-16][?:?]:[online#8199059_10097|　　　　　|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":12}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":365}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762521726}},\"lastRefreshTime\":1648762521722},\"del\":{}}","rid":"online#8199059_10097","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:20.867 ERROR [queue-executor-handler-16][?:?]:[online#8199059_10097|　　　　　|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":10}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":965}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762520856}},\"lastRefreshTime\":1648762520854},\"del\":{}}","rid":"online#8199059_10097","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:21.393 ERROR [queue-executor-handler-16][?:?]:[online#8199059_10097|　　　　　|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":11}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":665}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762521384}},\"lastRefreshTime\":1648762521381},\"del\":{}}","rid":"online#8199059_10097","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:22.218 ERROR [queue-executor-handler-16][?:?]:[online#8199059_10097|　　　　　|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":13}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":65}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762522202}},\"lastRefreshTime\":1648762522198},\"del\":{}}","rid":"online#8199059_10097","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:26.385 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":20748}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762526381}},\"lastRefreshTime\":1648762526373},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:26.710 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2160}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":20448}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762526706}},\"lastRefreshTime\":1648762526696},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:27.005 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":20148}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762527001}},\"lastRefreshTime\":1648762526995},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:27.340 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":19848}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762527336}},\"lastRefreshTime\":1648762527332},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:27.668 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2161}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":19548}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762527665}},\"lastRefreshTime\":1648762527662},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:27.937 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":7}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":19248}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762527934}},\"lastRefreshTime\":1648762527929},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:28.971 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":10}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":18348}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762528968}},\"lastRefreshTime\":1648762528964},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:28.275 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":18948}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762528271}},\"lastRefreshTime\":1648762528267},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:28.605 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2162}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":18648}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762528601}},\"lastRefreshTime\":1648762528597},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:29.271 ERROR [queue-executor-handler-4][?:414]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":11}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":18048}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762529268}},\"lastRefreshTime\":1648762529264},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:29.840 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2163}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":12}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":17748}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762529836}},\"lastRefreshTime\":1648762529832},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 05:35:30.570 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":14}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":17148}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648762530567}},\"lastRefreshTime\":1648762530562},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
